Site,date,windSpeed,windBearing,windCat,date_j
HuronB,2016-05-21,4.09,212,0,142
HuronB,2016-05-22,5.165555555555556,96.22222222222223,1,143
HuronB,2016-05-23,1.8388888888888888,243.66666666666666,0,144
HuronB,2016-05-24,3.08,200.55555555555554,0,145
HuronB,2016-05-25,2.8266666666666667,151.77777777777777,0,146
HuronB,2016-05-26,2.8444444444444446,189.44444444444446,0,147
HuronB,2016-05-27,1.751111111111111,179.66666666666666,0,148
HuronB,2016-05-28,4.233333333333333,153.22222222222223,0,149
HuronB,2016-05-29,5.918888888888889,205.22222222222223,2,150
HuronB,2016-05-30,5.231111111111111,279.1111111111111,3,151
HuronB,2016-05-31,5.705555555555556,254.66666666666666,3,152
HuronB,2016-06-01,7.112222222222222,155.66666666666666,2,153
HuronB,2016-06-02,3.261111111111111,251.88888888888889,0,154
HuronB,2016-06-03,1.4322222222222223,211.22222222222223,0,155
HuronB,2016-06-04,3.417777777777778,96,0,156
HuronB,2016-06-05,4.428888888888889,214.22222222222223,0,157
HuronB,2016-06-06,8.231111111111112,278.3333333333333,3,158
HuronB,2016-06-07,9.05888888888889,317.3333333333333,4,159
HuronB,2016-06-08,8.544444444444444,310.8888888888889,3,160
HuronB,2016-06-09,4.656666666666666,284.1111111111111,0,161
HuronB,2016-06-10,3.62,204,0,162
HuronB,2016-06-11,9.157777777777778,293.77777777777777,3,163
HuronB,2016-06-12,7.527777777777778,313.8888888888889,3,164
HuronB,2016-06-13,2.41,249,0,165
Michigan,2016-04-22,3.07,39.333333333333336,0,113
Michigan,2016-04-23,2.1455555555555557,68.66666666666667,0,114
Michigan,2016-04-24,6.381111111111111,117.88888888888889,1,115
Michigan,2016-04-25,7.282222222222222,97.77777777777777,1,116
Michigan,2016-04-26,3.756666666666667,34.22222222222222,0,117
Michigan,2016-04-27,4.996666666666667,69.66666666666667,0,118
Michigan,2016-04-28,6.806666666666667,86.88888888888889,1,119
Michigan,2016-04-29,2.471111111111111,82,0,120
Michigan,2016-04-30,3.913333333333333,85.66666666666667,0,121
Michigan,2016-05-01,3.77,43,0,122
Michigan,2016-05-02,1.2744444444444445,102.88888888888889,0,123
Michigan,2016-05-03,2.528888888888889,248.22222222222223,0,124
Michigan,2016-05-04,7.214444444444444,122.88888888888889,1,125
Michigan,2016-05-05,3.54,89.44444444444444,0,126
Michigan,2016-05-06,3.6144444444444446,161.22222222222223,0,127
Michigan,2016-05-07,5.525,268,3,128
Michigan,2016-05-08,1.9733333333333334,70,0,129
Michigan,2016-05-09,5.973333333333334,90,1,130
Michigan,2016-05-10,9.365555555555556,105.88888888888889,1,131
Michigan,2016-05-11,4.7155555555555555,105.33333333333333,0,132
Michigan,2016-05-12,4.745,140.66666666666666,0,133
Michigan,2016-05-13,5.67,221,2,134
Michigan,2016-05-14,5.651111111111111,337,4,135
Michigan,2016-05-15,5.742222222222222,270.77777777777777,3,136
Michigan,2016-05-16,9.72111111111111,161.11111111111111,2,137
Michigan,2016-05-17,3.5544444444444445,44.22222222222222,0,138
Michigan,2016-05-18,1.6544444444444444,67.22222222222223,0,139
Michigan,2016-05-19,1.1866666666666668,95.33333333333333,0,140
Michigan,2016-05-20,1.0933333333333333,84.5,0,141
Michigan,2016-05-21,0.8733333333333333,143,0,142
Michigan,2016-05-22,2.4066666666666667,78.66666666666667,0,143
Michigan,2016-05-23,3.8766666666666665,159.77777777777777,0,144
Michigan,2016-05-24,4.818333333333333,190,0,145
Michigan,2016-05-25,3.2566666666666664,164,0,146
Michigan,2016-05-26,5.616666666666667,169.33333333333334,2,147
Michigan,2016-05-27,4.223333333333334,143.22222222222223,0,148
Michigan,2016-05-28,5.355555555555555,163.44444444444446,2,149
Michigan,2016-05-29,4.807777777777778,207.66666666666666,0,150
Michigan,2016-05-30,1.0744444444444445,199.66666666666666,0,151
Michigan,2016-05-31,1.9649999999999999,65.83333333333333,0,152
Michigan,2016-06-01,4.996666666666666,250.66666666666666,0,153
Michigan,2016-06-02,3.143333333333333,259.6666666666667,0,154
Michigan,2016-06-03,2.1277777777777778,151.88888888888889,0,155
Michigan,2016-06-04,3.1766666666666667,114.55555555555556,0,156
Michigan,2016-06-05,5.626666666666667,240.66666666666666,3,157
Michigan,2016-06-06,7.384444444444444,280.8888888888889,3,158
Michigan,2016-06-07,4.321111111111111,300.44444444444446,0,159
Michigan,2016-06-08,2.703333333333333,273.22222222222223,0,160
Michigan,2016-06-09,1.7466666666666666,108.44444444444444,0,161
Michigan,2016-06-10,4.044444444444444,140,0,162
Michigan,2016-06-11,4.9622222222222225,170.77777777777777,0,163
Michigan,2016-06-12,3.27,72.22222222222223,0,164
Michigan,2016-06-13,3.41,102.11111111111111,0,165
Michigan,2016-06-14,5.271111111111111,105.11111111111111,1,166
Michigan,2016-06-15,4.822222222222222,188,0,167
Michigan,2016-06-16,3.9266666666666667,214.66666666666666,0,168
Michigan,2016-06-17,0.9233333333333333,102.44444444444444,0,169
Michigan,2016-06-18,0.8033333333333333,128.33333333333334,0,170
Michigan,2016-06-19,4.098888888888889,191.44444444444446,0,171
Michigan,2016-06-20,8.244444444444445,220,2,172
Michigan,2016-06-21,1.7,140.66666666666666,0,173
Michigan,2016-06-22,1.2533333333333334,104,0,174
OntarioA,2016-03-24,1.45,163.33333333333334,0,84
OntarioA,2016-03-25,3.8055555555555554,251.11111111111111,0,85
OntarioA,2016-03-26,0.23,185.22222222222223,0,86
OntarioA,2016-03-27,2.0955555555555554,172.11111111111111,0,87
OntarioA,2016-03-28,5.105555555555555,220.33333333333334,2,88
OntarioA,2016-03-29,3.502222222222222,287.44444444444446,0,89
OntarioA,2016-03-30,2.5933333333333333,214.22222222222223,0,90
OntarioA,2016-03-31,4.006666666666667,210,0,91
OntarioA,2016-04-01,2.152222222222222,235.88888888888889,0,92
OntarioA,2016-04-02,3.322222222222222,237.44444444444446,0,93
OntarioA,2016-04-03,5.285555555555556,224.88888888888889,2,94
OntarioA,2016-04-04,2.8833333333333333,112,0,95
OntarioA,2016-04-05,1.1544444444444444,80.55555555555556,0,96
OntarioA,2016-04-06,2.7455555555555557,176.88888888888889,0,97
OntarioA,2016-04-07,5.35,181.66666666666666,2,98
OntarioA,2016-04-08,0.74,19.666666666666668,0,99
OntarioA,2016-04-09,3.2333333333333334,126.55555555555556,0,100
OntarioA,2016-04-10,2.1044444444444443,231.88888888888889,0,101
OntarioA,2016-04-11,4.4366666666666665,229.88888888888889,0,102
OntarioA,2016-04-12,2.18,289.6666666666667,0,103
OntarioA,2016-04-13,0.2588888888888889,213.11111111111111,0,104
OntarioA,2016-04-14,0.16444444444444445,172.88888888888889,0,105
OntarioA,2016-04-15,0.34,137.22222222222223,0,106
OntarioA,2016-04-16,0.1511111111111111,142.11111111111111,0,107
OntarioA,2016-04-17,0.22555555555555556,237.88888888888889,0,108
OntarioA,2016-04-18,1.8055555555555556,202.88888888888889,0,109
OntarioA,2016-04-19,2.0388888888888888,47.111111111111114,0,110
OntarioA,2016-04-20,0.7788888888888889,96,0,111
OntarioA,2016-04-21,1.7055555555555555,192.33333333333334,0,112
OntarioA,2016-04-22,2.5877777777777777,156.44444444444446,0,113
OntarioA,2016-04-23,2.6555555555555554,145.88888888888889,0,114
OntarioA,2016-04-24,0.27555555555555555,NA,0,115
OntarioA,2016-04-25,1.8288888888888888,90.77777777777777,0,116
OntarioA,2016-04-26,2.1944444444444446,113.55555555555556,0,117
OntarioA,2016-04-27,0.5933333333333333,233.11111111111111,0,118
OntarioA,2016-04-28,1.248888888888889,95.33333333333333,0,119
OntarioA,2016-04-29,0.5477777777777778,106.88888888888889,0,120
OntarioA,2016-04-30,0.6311111111111112,179.88888888888889,0,121
OntarioA,2016-05-01,1.7566666666666666,115.11111111111111,0,122
OntarioA,2016-05-02,0.8677777777777778,55.888888888888886,0,123
OntarioA,2016-05-03,0.26666666666666666,104.88888888888889,0,124
OntarioA,2016-05-04,0.33222222222222225,152.55555555555554,0,125
OntarioA,2016-05-05,1.3188888888888888,162.22222222222223,0,126
OntarioA,2016-05-06,1.3783333333333334,181.33333333333334,0,127
OntarioB,2016-03-23,2.9099999999999997,71.66666666666667,0,83
OntarioB,2016-03-24,2.74,99.77777777777777,0,84
OntarioB,2016-03-25,3.4655555555555555,268.6666666666667,0,85
OntarioB,2016-03-26,0.8200000000000001,173.88888888888889,0,86
OntarioB,2016-03-27,3.4966666666666666,170.77777777777777,0,87
OntarioB,2016-03-28,6.386666666666667,220.33333333333334,2,88
OntarioB,2016-03-29,4.803333333333334,281.6666666666667,0,89
OntarioB,2016-03-30,3.19,189.88888888888889,0,90
OntarioB,2016-03-31,4.137777777777778,198.55555555555554,0,91
OntarioB,2016-04-01,1.4211111111111112,226.77777777777777,0,92
OntarioB,2016-04-02,3.7066666666666666,238.88888888888889,0,93
OntarioB,2016-04-03,4.711111111111111,239.44444444444446,0,94
OntarioB,2016-04-04,3.8155555555555556,52.888888888888886,0,95
OntarioB,2016-04-05,3.0033333333333334,80.77777777777777,0,96
OntarioB,2016-04-06,4.153333333333333,171.77777777777777,0,97
OntarioB,2016-04-07,6.214444444444444,206.66666666666666,2,98
OntarioB,2016-04-08,5.0344444444444445,191.44444444444446,2,99
OntarioB,2016-04-09,3.8855555555555554,132,0,100
OntarioB,2016-04-10,2.506666666666667,235,0,101
OntarioB,2016-04-11,5.102222222222222,219.55555555555554,2,102
OntarioB,2016-04-12,3.8444444444444446,300,0,103
OntarioB,2016-04-13,0.66,60.333333333333336,0,104
OntarioB,2016-04-14,0.4688888888888889,119.88888888888889,0,105
OntarioB,2016-04-15,0.9577777777777778,135.33333333333334,0,106
OntarioB,2016-04-16,0.3211111111111111,161.88888888888889,0,107
OntarioB,2016-04-17,0.6644444444444444,199.55555555555554,0,108
OntarioB,2016-04-18,2.81,154.66666666666666,0,109
OntarioB,2016-04-19,3.1755555555555555,82.66666666666667,0,110
OntarioB,2016-04-20,1.5466666666666666,88.11111111111111,0,111
OntarioB,2016-04-21,2.6944444444444446,174.11111111111111,0,112
OntarioB,2016-04-22,3.3111111111111113,143.66666666666666,0,113
OntarioB,2016-04-23,4.238888888888889,84.77777777777777,0,114
OntarioB,2016-04-24,0.5766666666666667,127.77777777777777,0,115
OntarioB,2016-04-25,2.0533333333333332,64.88888888888889,0,116
OntarioB,2016-04-26,2.862222222222222,118.88888888888889,0,117
OntarioB,2016-04-27,1.3544444444444443,158.22222222222223,0,118
OntarioB,2016-04-28,1.1833333333333333,77.44444444444444,0,119
OntarioB,2016-04-29,0.4,129,0,120
OntarioB,2016-04-30,0.6511111111111111,149.77777777777777,0,121
OntarioB,2016-05-01,2.522222222222222,161.88888888888889,0,122
OntarioB,2016-05-02,1.24,78.66666666666667,0,123
OntarioB,2016-05-03,0.44,116,0,124
OntarioB,2016-05-04,0.8155555555555556,117.33333333333333,0,125
OntarioB,2016-05-05,1.9455555555555555,169.22222222222223,0,126
OntarioB,2016-05-06,1.4133333333333333,126.44444444444444,0,127
OntarioB,2016-05-07,1.3816666666666668,150,0,128
OntarioC,2016-05-06,0.3,116.33333333333333,0,127
OntarioC,2016-05-07,1.6411111111111112,177.55555555555554,0,128
OntarioC,2016-05-08,5.438888888888889,309,3,129
OntarioC,2016-05-09,0.6822222222222223,246.88888888888889,0,130
OntarioC,2016-05-10,0.6355555555555555,194.66666666666666,0,131
OntarioC,2016-05-11,0.6366666666666667,176.55555555555554,0,132
OntarioC,2016-05-12,2.2822222222222224,167.55555555555554,0,133
OntarioC,2016-05-13,2.488888888888889,212.55555555555554,0,134
OntarioC,2016-05-14,3.59,224.33333333333334,0,135
OntarioC,2016-05-15,7.104444444444444,278.8888888888889,3,136
OntarioC,2016-05-16,4.461111111111111,264.8888888888889,0,137
OntarioC,2016-05-17,0.7911111111111111,244.44444444444446,0,138
OntarioC,2016-05-18,1.3522222222222222,84,0,139
OntarioC,2016-05-19,1.1155555555555556,227.66666666666666,0,140
OntarioC,2016-05-20,1.5844444444444443,210.66666666666666,0,141
OntarioC,2016-05-21,1.2266666666666666,169.33333333333334,0,142
OntarioC,2016-05-22,0.6033333333333333,254.33333333333334,0,143
OntarioC,2016-05-23,0.8044444444444444,253.55555555555554,0,144
OntarioC,2016-05-24,2.2777777777777777,253.88888888888889,0,145
OntarioC,2016-05-25,1.8677777777777778,207.22222222222223,0,146
OntarioC,2016-05-26,1.001111111111111,181.88888888888889,0,147
OntarioC,2016-05-27,1.6955555555555555,194.55555555555554,0,148
OntarioC,2016-05-28,0.9077777777777778,183.22222222222223,0,149
OntarioC,2016-05-29,1.36,191.44444444444446,0,150
OntarioC,2016-05-30,2.0255555555555556,204.88888888888889,0,151
OntarioC,2016-05-31,1.6333333333333333,155.66666666666666,0,152
OntarioC,2016-06-01,1.8111111111111111,71.22222222222223,0,153
OntarioC,2016-06-02,2.842222222222222,209.66666666666666,0,154
OntarioC,2016-06-03,0.44666666666666666,196,0,155
OntarioC,2016-06-04,0.8555555555555556,184.88888888888889,0,156
OntarioC,2016-06-05,2.91,184.66666666666666,0,157
OntarioC,2016-06-06,2.9022222222222225,227.11111111111111,0,158
OntarioC,2016-06-07,2.9833333333333334,232.88888888888889,0,159
OntarioC,2016-06-08,5.251666666666667,284.5,3,160
OntarioD,2016-05-07,6.266666666666667,198.33333333333334,2,128
OntarioD,2016-05-08,9.596666666666666,268,3,129
OntarioD,2016-05-09,1.72,183.22222222222223,0,130
OntarioD,2016-05-10,1.7644444444444445,190.44444444444446,0,131
OntarioD,2016-05-11,1.3611111111111112,158.66666666666666,0,132
OntarioD,2016-05-12,5.32,154.88888888888889,2,133
OntarioD,2016-05-13,5.226666666666667,190,2,134
OntarioD,2016-05-14,7.601111111111111,204.44444444444446,2,135
OntarioD,2016-05-15,15.442222222222222,277.8888888888889,3,136
OntarioD,2016-05-16,10.55888888888889,261.77777777777777,3,137
OntarioD,2016-05-17,1.8744444444444444,208.44444444444446,0,138
OntarioD,2016-05-18,2.292222222222222,86.88888888888889,0,139
OntarioD,2016-05-19,2.1933333333333334,216.44444444444446,0,140
OntarioD,2016-05-20,2.5588888888888888,201.33333333333334,0,141
OntarioD,2016-05-21,2.3455555555555554,172.11111111111111,0,142
OntarioD,2016-05-22,1.82,258.6666666666667,0,143
OntarioD,2016-05-23,1.6655555555555557,221.11111111111111,0,144
OntarioD,2016-05-24,5.214444444444444,247.88888888888889,3,145
OntarioD,2016-05-25,3.0744444444444445,167.33333333333334,0,146
OntarioD,2016-05-26,2.0455555555555556,150,0,147
OntarioD,2016-05-27,4.372222222222222,178.66666666666666,0,148
OntarioD,2016-05-28,2.178888888888889,160.88888888888889,0,149
OntarioD,2016-05-29,3.101111111111111,173.66666666666666,0,150
OntarioD,2016-05-30,4.554444444444444,198.88888888888889,0,151
OntarioD,2016-05-31,3.7377777777777776,157,0,152
OntarioD,2016-06-01,5.015555555555555,131.44444444444446,1,153
OntarioD,2016-06-02,5.9366666666666665,197.55555555555554,2,154
OntarioD,2016-06-03,1.7044444444444444,243.55555555555554,0,155
OntarioD,2016-06-04,2.482222222222222,174.44444444444446,0,156
OntarioD,2016-06-05,5.967777777777778,164.44444444444446,2,157
OntarioD,2016-06-06,5.885555555555555,215.66666666666666,2,158
OntarioD,2016-06-07,6.941111111111111,221.22222222222223,2,159
OntarioD,2016-06-08,13.298333333333334,278.3333333333333,3,160
